"year";"week";"KW";"City.of.Bern";"Canton";"Cases.rollsum";"Number_weeks";"weeks.range";"Cases.range"
1919;"1919_w21";21;0;35;5048;12;"10_21_1919";0.06
1919;"1919_w22";22;11;64;4175;12;"11_22_1919";0.05
1919;"1919_w23";23;3;22;2964;12;"12_23_1919";0.04
1919;"1919_w24";24;1;8;2438;12;"13_24_1919";0.03
1919;"1919_w25";25;1;17;1799;12;"14_25_1919";0.02
1919;"1919_w26";26;0;0;1425;12;"15_26_1919";0.02
1919;"1919_w27";27;0;0;812;12;"16_27_1919";0.01
1919;"1919_w28";28;0;0;691;12;"17_28_1919";0.01
1919;"1919_w29";29;0;0;363;12;"18_29_1919";0
1919;"1919_w30";30;0;0;294;12;"19_30_1919";0
1919;"1919_w31";31;0;0;241;12;"20_31_1919";0
1919;"1919_w32";32;0;0;146;12;"21_32_1919";0
1919;"1919_w33";33;0;0;111;12;"22_33_1919";0
1919;"1919_w34";34;0;0;47;12;"23_34_1919";0
1919;"1919_w35";35;0;0;25;12;"24_35_1919";0
1919;"1919_w36";36;0;0;17;12;"25_36_1919";0
1919;"1919_w37";37;0;0;0;12;"26_37_1919";0
1919;"1919_w38";38;0;0;0;12;"27_38_1919";0
1919;"1919_w39";39;0;0;0;12;"28_39_1919";0
1919;"1919_w40";40;0;0;0;12;"29_40_1919";0
1919;"1919_w41";41;0;0;0;12;"30_41_1919";0
1918;"1918_w25";25;0;3;3;13;"13_25_1918";0
1918;"1918_w26";26;0;0;3;13;"14_26_1918";0
1918;"1918_w27";27;7;16;19;13;"15_27_1918";0
1918;"1918_w28";28;60;298;317;13;"16_28_1918";0
1918;"1918_w29";29;240;1439;1756;13;"17_29_1918";0.02
1918;"1918_w30";30;2713;7845;9601;13;"18_30_1918";0.12
1918;"1918_w31";31;1801;7046;16647;13;"19_31_1918";0.2
1918;"1918_w32";32;641;3581;20228;13;"20_32_1918";0.25
1918;"1918_w33";33;236;1509;21737;13;"21_33_1918";0.27
1918;"1918_w34";34;115;903;22640;13;"22_34_1918";0.28
1918;"1918_w35";35;100;773;23413;13;"23_35_1918";0.29
1918;"1918_w36";36;31;406;23819;13;"24_36_1918";0.29
1918;"1918_w37";37;89;380;24199;13;"25_37_1918";0.3
1918;"1918_w38";38;0;222;24418;13;"26_38_1918";0.3
1918;"1918_w39";39;222;775;25193;13;"27_39_1918";0.31
1918;"1918_w40";40;304;1624;26801;13;"28_40_1918";0.33
1918;"1918_w41";41;622;2893;29396;13;"29_41_1918";0.36
1918;"1918_w42";42;751;3192;31149;13;"30_42_1918";0.38
1918;"1918_w43";43;1600;6437;29741;13;"31_43_1918";0.36
1918;"1918_w44";44;2118;9081;31776;13;"32_44_1918";0.39
1918;"1918_w45";45;1316;8596;36791;13;"33_45_1918";0.45
1918;"1918_w46";46;1634;7294;42576;13;"34_46_1918";0.52
1918;"1918_w47";47;633;5395;47068;13;"35_47_1918";0.57
1918;"1918_w48";48;1770;8133;54428;13;"36_48_1918";0.66
1918;"1918_w49";49;1564;7631;61653;13;"37_49_1918";0.75
1918;"1918_w50";50;677;8438;69711;13;"38_50_1918";0.85
1918;"1918_w51";51;420;3886;73375;13;"39_51_1918";0.9
1918;"1918_w52";52;181;4102;76702;13;"40_52_1918";0.94
1919;"1919_w1";1;94;1723;76801;13;"41_1_1919";0.94
1919;"1919_w2";2;150;2107;76015;13;"42_2_1919";0.93
1919;"1919_w3";3;172;1428;74251;13;"43_3_1919";0.91
1919;"1919_w4";4;113;1520;69334;13;"44_4_1919";0.85
1919;"1919_w5";5;409;1199;61452;13;"45_5_1919";0.75
1919;"1919_w6";6;524;2030;54886;13;"46_6_1919";0.67
1919;"1919_w7";7;393;921;48513;13;"47_7_1919";0.59
1919;"1919_w8";8;437;2050;45168;13;"48_8_1919";0.55
1919;"1919_w9";9;468;1117;38152;13;"49_9_1919";0.47
1919;"1919_w10";10;353;937;31458;13;"50_10_1919";0.38
1919;"1919_w11";11;266;1233;24253;13;"51_11_1919";0.3
1919;"1919_w12";12;167;534;20901;13;"52_12_1919";0.26
1919;"1919_w13";13;92;656;17455;13;"1_13_1919";0.21
1919;"1919_w14";14;77;374;16106;13;"2_14_1919";0.2
1919;"1919_w15";15;49;613;14612;13;"3_15_1919";0.18
1919;"1919_w16";16;0;121;13305;13;"4_16_1919";0.16
1919;"1919_w17";17;57;328;12113;13;"5_17_1919";0.15
1919;"1919_w18";18;35;69;10983;13;"6_18_1919";0.13
1919;"1919_w19";19;0;53;9006;13;"7_19_1919";0.11
1919;"1919_w20";20;2;95;8180;13;"8_20_1919";0.1
1919;"1919_w21";21;0;35;6165;13;"9_21_1919";0.08
1919;"1919_w22";22;11;64;5112;13;"10_22_1919";0.06
1919;"1919_w23";23;3;22;4197;13;"11_23_1919";0.05
1919;"1919_w24";24;1;8;2972;13;"12_24_1919";0.04
1919;"1919_w25";25;1;17;2455;13;"13_25_1919";0.03
1919;"1919_w26";26;0;0;1799;13;"14_26_1919";0.02
1919;"1919_w27";27;0;0;1425;13;"15_27_1919";0.02
1919;"1919_w28";28;0;0;812;13;"16_28_1919";0.01
1919;"1919_w29";29;0;0;691;13;"17_29_1919";0.01
1919;"1919_w30";30;0;0;363;13;"18_30_1919";0
1919;"1919_w31";31;0;0;294;13;"19_31_1919";0
1919;"1919_w32";32;0;0;241;13;"20_32_1919";0
1919;"1919_w33";33;0;0;146;13;"21_33_1919";0
1919;"1919_w34";34;0;0;111;13;"22_34_1919";0
1919;"1919_w35";35;0;0;47;13;"23_35_1919";0
1919;"1919_w36";36;0;0;25;13;"24_36_1919";0
1919;"1919_w37";37;0;0;17;13;"25_37_1919";0
1919;"1919_w38";38;0;0;0;13;"26_38_1919";0
1919;"1919_w39";39;0;0;0;13;"27_39_1919";0
1919;"1919_w40";40;0;0;0;13;"28_40_1919";0
1919;"1919_w41";41;0;0;0;13;"29_41_1919";0
1918;"1918_w25";25;0;3;3;14;"12_25_1918";0
1918;"1918_w26";26;0;0;3;14;"13_26_1918";0
1918;"1918_w27";27;7;16;19;14;"14_27_1918";0
1918;"1918_w28";28;60;298;317;14;"15_28_1918";0
1918;"1918_w29";29;240;1439;1756;14;"16_29_1918";0.02
1918;"1918_w30";30;2713;7845;9601;14;"17_30_1918";0.12
1918;"1918_w31";31;1801;7046;16647;14;"18_31_1918";0.2
1918;"1918_w32";32;641;3581;20228;14;"19_32_1918";0.25
1918;"1918_w33";33;236;1509;21737;14;"20_33_1918";0.27
1918;"1918_w34";34;115;903;22640;14;"21_34_1918";0.28
1918;"1918_w35";35;100;773;23413;14;"22_35_1918";0.29
1918;"1918_w36";36;31;406;23819;14;"23_36_1918";0.29
1918;"1918_w37";37;89;380;24199;14;"24_37_1918";0.3
1918;"1918_w38";38;0;222;24421;14;"25_38_1918";0.3
1918;"1918_w39";39;222;775;25193;14;"26_39_1918";0.31
1918;"1918_w40";40;304;1624;26817;14;"27_40_1918";0.33
1918;"1918_w41";41;622;2893;29694;14;"28_41_1918";0.36
1918;"1918_w42";42;751;3192;32588;14;"29_42_1918";0.4
1918;"1918_w43";43;1600;6437;37586;14;"30_43_1918";0.46
1918;"1918_w44";44;2118;9081;38822;14;"31_44_1918";0.47
1918;"1918_w45";45;1316;8596;40372;14;"32_45_1918";0.49
1918;"1918_w46";46;1634;7294;44085;14;"33_46_1918";0.54
1918;"1918_w47";47;633;5395;47971;14;"34_47_1918";0.59
1918;"1918_w48";48;1770;8133;55201;14;"35_48_1918";0.67
1918;"1918_w49";49;1564;7631;62059;14;"36_49_1918";0.76
1918;"1918_w50";50;677;8438;70091;14;"37_50_1918";0.86
1918;"1918_w51";51;420;3886;73597;14;"38_51_1918";0.9
1918;"1918_w52";52;181;4102;77477;14;"39_52_1918";0.95
1919;"1919_w1";1;94;1723;78425;14;"40_1_1919";0.96
1919;"1919_w2";2;150;2107;78908;14;"41_2_1919";0.96
1919;"1919_w3";3;172;1428;77443;14;"42_3_1919";0.94
1919;"1919_w4";4;113;1520;75771;14;"43_4_1919";0.92
1919;"1919_w5";5;409;1199;70533;14;"44_5_1919";0.86
1919;"1919_w6";6;524;2030;63482;14;"45_6_1919";0.77
1919;"1919_w7";7;393;921;55807;14;"46_7_1919";0.68
1919;"1919_w8";8;437;2050;50563;14;"47_8_1919";0.62
1919;"1919_w9";9;468;1117;46285;14;"48_9_1919";0.56
1919;"1919_w10";10;353;937;39089;14;"49_10_1919";0.48
1919;"1919_w11";11;266;1233;32691;14;"50_11_1919";0.4
1919;"1919_w12";12;167;534;24787;14;"51_12_1919";0.3
1919;"1919_w13";13;92;656;21557;14;"52_13_1919";0.26
1919;"1919_w14";14;77;374;17829;14;"1_14_1919";0.22
1919;"1919_w15";15;49;613;16719;14;"2_15_1919";0.2
1919;"1919_w16";16;0;121;14733;14;"3_16_1919";0.18
1919;"1919_w17";17;57;328;13633;14;"4_17_1919";0.17
1919;"1919_w18";18;35;69;12182;14;"5_18_1919";0.15
1919;"1919_w19";19;0;53;11036;14;"6_19_1919";0.13
1919;"1919_w20";20;2;95;9101;14;"7_20_1919";0.11
1919;"1919_w21";21;0;35;8215;14;"8_21_1919";0.1
1919;"1919_w22";22;11;64;6229;14;"9_22_1919";0.08
1919;"1919_w23";23;3;22;5134;14;"10_23_1919";0.06
1919;"1919_w24";24;1;8;4205;14;"11_24_1919";0.05
1919;"1919_w25";25;1;17;2989;14;"12_25_1919";0.04
1919;"1919_w26";26;0;0;2455;14;"13_26_1919";0.03
1919;"1919_w27";27;0;0;1799;14;"14_27_1919";0.02
1919;"1919_w28";28;0;0;1425;14;"15_28_1919";0.02
1919;"1919_w29";29;0;0;812;14;"16_29_1919";0.01
1919;"1919_w30";30;0;0;691;14;"17_30_1919";0.01
1919;"1919_w31";31;0;0;363;14;"18_31_1919";0
1919;"1919_w32";32;0;0;294;14;"19_32_1919";0
1919;"1919_w33";33;0;0;241;14;"20_33_1919";0
1919;"1919_w34";34;0;0;146;14;"21_34_1919";0
1919;"1919_w35";35;0;0;111;14;"22_35_1919";0
1919;"1919_w36";36;0;0;47;14;"23_36_1919";0
1919;"1919_w37";37;0;0;25;14;"24_37_1919";0
1919;"1919_w38";38;0;0;17;14;"25_38_1919";0
1919;"1919_w39";39;0;0;0;14;"26_39_1919";0
1919;"1919_w40";40;0;0;0;14;"27_40_1919";0
1919;"1919_w41";41;0;0;0;14;"28_41_1919";0
1918;"1918_w25";25;0;3;3;15;"11_25_1918";0
1918;"1918_w26";26;0;0;3;15;"12_26_1918";0
1918;"1918_w27";27;7;16;19;15;"13_27_1918";0
1918;"1918_w28";28;60;298;317;15;"14_28_1918";0
1918;"1918_w29";29;240;1439;1756;15;"15_29_1918";0.02
1918;"1918_w30";30;2713;7845;9601;15;"16_30_1918";0.12
1918;"1918_w31";31;1801;7046;16647;15;"17_31_1918";0.2
1918;"1918_w32";32;641;3581;20228;15;"18_32_1918";0.25
1918;"1918_w33";33;236;1509;21737;15;"19_33_1918";0.27
1918;"1918_w34";34;115;903;22640;15;"20_34_1918";0.28
1918;"1918_w35";35;100;773;23413;15;"21_35_1918";0.29
1918;"1918_w36";36;31;406;23819;15;"22_36_1918";0.29
1918;"1918_w37";37;89;380;24199;15;"23_37_1918";0.3
1918;"1918_w38";38;0;222;24421;15;"24_38_1918";0.3
1918;"1918_w39";39;222;775;25196;15;"25_39_1918";0.31
1918;"1918_w40";40;304;1624;26817;15;"26_40_1918";0.33
1918;"1918_w41";41;622;2893;29710;15;"27_41_1918";0.36
1918;"1918_w42";42;751;3192;32886;15;"28_42_1918";0.4
1918;"1918_w43";43;1600;6437;39025;15;"29_43_1918";0.48
1918;"1918_w44";44;2118;9081;46667;15;"30_44_1918";0.57
1918;"1918_w45";45;1316;8596;47418;15;"31_45_1918";0.58
1918;"1918_w46";46;1634;7294;47666;15;"32_46_1918";0.58
1918;"1918_w47";47;633;5395;49480;15;"33_47_1918";0.6
1918;"1918_w48";48;1770;8133;56104;15;"34_48_1918";0.68
1918;"1918_w49";49;1564;7631;62832;15;"35_49_1918";0.77
1918;"1918_w50";50;677;8438;70497;15;"36_50_1918";0.86
1918;"1918_w51";51;420;3886;73977;15;"37_51_1918";0.9
1918;"1918_w52";52;181;4102;77699;15;"38_52_1918";0.95
1919;"1919_w1";1;94;1723;79200;15;"39_1_1919";0.97
1919;"1919_w2";2;150;2107;80532;15;"40_2_1919";0.98
1919;"1919_w3";3;172;1428;80336;15;"41_3_1919";0.98
1919;"1919_w4";4;113;1520;78963;15;"42_4_1919";0.96
1919;"1919_w5";5;409;1199;76970;15;"43_5_1919";0.94
1919;"1919_w6";6;524;2030;72563;15;"44_6_1919";0.89
1919;"1919_w7";7;393;921;64403;15;"45_7_1919";0.79
1919;"1919_w8";8;437;2050;57857;15;"46_8_1919";0.71
1919;"1919_w9";9;468;1117;51680;15;"47_9_1919";0.63
1919;"1919_w10";10;353;937;47222;15;"48_10_1919";0.58
1919;"1919_w11";11;266;1233;40322;15;"49_11_1919";0.49
1919;"1919_w12";12;167;534;33225;15;"50_12_1919";0.41
1919;"1919_w13";13;92;656;25443;15;"51_13_1919";0.31
1919;"1919_w14";14;77;374;21931;15;"52_14_1919";0.27
1919;"1919_w15";15;49;613;18442;15;"1_15_1919";0.23
1919;"1919_w16";16;0;121;16840;15;"2_16_1919";0.21
1919;"1919_w17";17;57;328;15061;15;"3_17_1919";0.18
1919;"1919_w18";18;35;69;13702;15;"4_18_1919";0.17
1919;"1919_w19";19;0;53;12235;15;"5_19_1919";0.15
1919;"1919_w20";20;2;95;11131;15;"6_20_1919";0.14
1919;"1919_w21";21;0;35;9136;15;"7_21_1919";0.11
1919;"1919_w22";22;11;64;8279;15;"8_22_1919";0.1
1919;"1919_w23";23;3;22;6251;15;"9_23_1919";0.08
1919;"1919_w24";24;1;8;5142;15;"10_24_1919";0.06
1919;"1919_w25";25;1;17;4222;15;"11_25_1919";0.05
1919;"1919_w26";26;0;0;2989;15;"12_26_1919";0.04
1919;"1919_w27";27;0;0;2455;15;"13_27_1919";0.03
1919;"1919_w28";28;0;0;1799;15;"14_28_1919";0.02
1919;"1919_w29";29;0;0;1425;15;"15_29_1919";0.02
1919;"1919_w30";30;0;0;812;15;"16_30_1919";0.01
1919;"1919_w31";31;0;0;691;15;"17_31_1919";0.01
1919;"1919_w32";32;0;0;363;15;"18_32_1919";0
1919;"1919_w33";33;0;0;294;15;"19_33_1919";0
1919;"1919_w34";34;0;0;241;15;"20_34_1919";0
1919;"1919_w35";35;0;0;146;15;"21_35_1919";0
1919;"1919_w36";36;0;0;111;15;"22_36_1919";0
1919;"1919_w37";37;0;0;47;15;"23_37_1919";0
1919;"1919_w38";38;0;0;25;15;"24_38_1919";0
1919;"1919_w39";39;0;0;17;15;"25_39_1919";0
1919;"1919_w40";40;0;0;0;15;"26_40_1919";0
1919;"1919_w41";41;0;0;0;15;"27_41_1919";0
1918;"1918_w25";25;0;3;3;16;"10_25_1918";0
1918;"1918_w26";26;0;0;3;16;"11_26_1918";0
1918;"1918_w27";27;7;16;19;16;"12_27_1918";0
1918;"1918_w28";28;60;298;317;16;"13_28_1918";0
1918;"1918_w29";29;240;1439;1756;16;"14_29_1918";0.02
1918;"1918_w30";30;2713;7845;9601;16;"15_30_1918";0.12
1918;"1918_w31";31;1801;7046;16647;16;"16_31_1918";0.2
1918;"1918_w32";32;641;3581;20228;16;"17_32_1918";0.25
1918;"1918_w33";33;236;1509;21737;16;"18_33_1918";0.27
1918;"1918_w34";34;115;903;22640;16;"19_34_1918";0.28
1918;"1918_w35";35;100;773;23413;16;"20_35_1918";0.29
1918;"1918_w36";36;31;406;23819;16;"21_36_1918";0.29
1918;"1918_w37";37;89;380;24199;16;"22_37_1918";0.3
1918;"1918_w38";38;0;222;24421;16;"23_38_1918";0.3
1918;"1918_w39";39;222;775;25196;16;"24_39_1918";0.31
1918;"1918_w40";40;304;1624;26820;16;"25_40_1918";0.33
1918;"1918_w41";41;622;2893;29710;16;"26_41_1918";0.36
1918;"1918_w42";42;751;3192;32902;16;"27_42_1918";0.4
1918;"1918_w43";43;1600;6437;39323;16;"28_43_1918";0.48
1918;"1918_w44";44;2118;9081;48106;16;"29_44_1918";0.59
1918;"1918_w45";45;1316;8596;55263;16;"30_45_1918";0.67
1918;"1918_w46";46;1634;7294;54712;16;"31_46_1918";0.67
1918;"1918_w47";47;633;5395;53061;16;"32_47_1918";0.65
1918;"1918_w48";48;1770;8133;57613;16;"33_48_1918";0.7
1918;"1918_w49";49;1564;7631;63735;16;"34_49_1918";0.78
1918;"1918_w50";50;677;8438;71270;16;"35_50_1918";0.87
1918;"1918_w51";51;420;3886;74383;16;"36_51_1918";0.91
1918;"1918_w52";52;181;4102;78079;16;"37_52_1918";0.95
1919;"1919_w1";1;94;1723;79422;16;"38_1_1919";0.97
1919;"1919_w2";2;150;2107;81307;16;"39_2_1919";0.99
1919;"1919_w3";3;172;1428;81960;16;"40_3_1919";1
1919;"1919_w4";4;113;1520;81856;16;"41_4_1919";1
1919;"1919_w5";5;409;1199;80162;16;"42_5_1919";0.98
1919;"1919_w6";6;524;2030;79000;16;"43_6_1919";0.96
1919;"1919_w7";7;393;921;73484;16;"44_7_1919";0.9
1919;"1919_w8";8;437;2050;66453;16;"45_8_1919";0.81
1919;"1919_w9";9;468;1117;58974;16;"46_9_1919";0.72
1919;"1919_w10";10;353;937;52617;16;"47_10_1919";0.64
1919;"1919_w11";11;266;1233;48455;16;"48_11_1919";0.59
1919;"1919_w12";12;167;534;40856;16;"49_12_1919";0.5
1919;"1919_w13";13;92;656;33881;16;"50_13_1919";0.41
1919;"1919_w14";14;77;374;25817;16;"51_14_1919";0.31
1919;"1919_w15";15;49;613;22544;16;"52_15_1919";0.28
1919;"1919_w16";16;0;121;18563;16;"1_16_1919";0.23
1919;"1919_w17";17;57;328;17168;16;"2_17_1919";0.21
1919;"1919_w18";18;35;69;15130;16;"3_18_1919";0.18
1919;"1919_w19";19;0;53;13755;16;"4_19_1919";0.17
1919;"1919_w20";20;2;95;12330;16;"5_20_1919";0.15
1919;"1919_w21";21;0;35;11166;16;"6_21_1919";0.14
1919;"1919_w22";22;11;64;9200;16;"7_22_1919";0.11
1919;"1919_w23";23;3;22;8301;16;"8_23_1919";0.1
1919;"1919_w24";24;1;8;6259;16;"9_24_1919";0.08
1919;"1919_w25";25;1;17;5159;16;"10_25_1919";0.06
1919;"1919_w26";26;0;0;4222;16;"11_26_1919";0.05
1919;"1919_w27";27;0;0;2989;16;"12_27_1919";0.04
1919;"1919_w28";28;0;0;2455;16;"13_28_1919";0.03
1919;"1919_w29";29;0;0;1799;16;"14_29_1919";0.02
1919;"1919_w30";30;0;0;1425;16;"15_30_1919";0.02
1919;"1919_w31";31;0;0;812;16;"16_31_1919";0.01
1919;"1919_w32";32;0;0;691;16;"17_32_1919";0.01
1919;"1919_w33";33;0;0;363;16;"18_33_1919";0
1919;"1919_w34";34;0;0;294;16;"19_34_1919";0
1919;"1919_w35";35;0;0;241;16;"20_35_1919";0
1919;"1919_w36";36;0;0;146;16;"21_36_1919";0
1919;"1919_w37";37;0;0;111;16;"22_37_1919";0
1919;"1919_w38";38;0;0;47;16;"23_38_1919";0
1919;"1919_w39";39;0;0;25;16;"24_39_1919";0
1919;"1919_w40";40;0;0;17;16;"25_40_1919";0
1919;"1919_w41";41;0;0;0;16;"26_41_1919";0
